Tweets,ISI,sentiment,tokenization,remove_stopword,normalisasi_tweet,tweet
jembermfs seng penting gowo mental seng akeh sek xf0 x9f x98 x82,jembermfs seng penting gowo mental seng akeh sek ,jembermfs seng penting gowo mental seng akeh sek ,"['jembermfs', 'seng', 'penting', 'gowo', 'mental', 'seng', 'akeh', 'sek', '']","['jembermfs', 'seng', 'gowo', 'mental', 'seng', 'akeh', 'sek', '']","['jembermfs', 'seng', 'gowo', 'mental', 'seng', 'akeh', 'sek', '']",jembermfs seng gowo mental seng akeh sek
jencoui bentar nyiapin mental dulu,jencoui bentar nyiapin mental dulu,jencoui bentar nyiapin mental dulu,"['jencoui', 'bentar', 'nyiapin', 'mental', 'dulu']","['jencoui', 'bentar', 'nyiapin', 'mental']","['jencoui', 'bentar', 'nyiapin', 'mental']",jencoui bentar nyiapin mental
jendxral kena mental tidak ,jendxral kena mental tidak ,jendxral kena mental tidak ,"['jendxral', 'kena', 'mental', 'tidak', '']","['jendxral', 'kena', 'mental', '']","['jendxral', 'kena', 'mental', '']",jendxral kena mental
jenoiyt wkwkkw semangat mental fisik goes,jenoiyt wkwkkw semangat mental fisik goes,jenoiyt wkwkkw semangat mental fisik goes,"['jenoiyt', 'wkwkkw', 'semangat', 'mental', 'fisik', 'goes']","['jenoiyt', 'wkwkkw', 'semangat', 'mental', 'fisik', 'goes']","['jenoiyt', 'wkwkkw', 'semangat', 'mental', 'fisik', 'goes']",jenoiyt wkwkkw semangat mental fisik goes
jenonoadht saya mau kok sama gavin tidak apa-apa siap sedia mental kuat,jenonoadht saya mau kok sama gavin tidak apa apa siap sedia mental kuat,jenonoadht saya mau kok sama gavin tidak apa apa siap sedia mental kuat,"['jenonoadht', 'saya', 'mau', 'kok', 'sama', 'gavin', 'tidak', 'apa', 'apa', 'siap', 'sedia', 'mental', 'kuat']","['jenonoadht', 'gavin', 'sedia', 'mental', 'kuat']","['jenonoadht', 'gavin', 'sedia', 'mental', 'kuat']",jenonoadht gavin sedia mental kuat
jeonavia benar-benar  baca bahureksa siapin mental mood takut sangat  soalnya sengaruh dalam  kehidupan real life saya,jeonavia benar benar baca bahureksa siapin mental mood takut sangat soalnya sengaruh dalam kehidupan real life saya,jeonavia benar benar baca bahureksa siapin mental mood takut sangat soalnya sengaruh dalam kehidupan real life saya,"['jeonavia', 'benar', 'benar', 'baca', 'bahureksa', 'siapin', 'mental', 'mood', 'takut', 'sangat', 'soalnya', 'sengaruh', 'dalam', 'kehidupan', 'real', 'life', 'saya']","['jeonavia', 'baca', 'bahureksa', 'siapin', 'mental', 'mood', 'takut', 'sengaruh', 'kehidupan', 'real', 'life']","['jeonavia', 'baca', 'bahureksa', 'siapin', 'mental', 'mood', 'takut', 'sengaruh', 'kehidupan', 'real', 'life']",jeonavia baca bahureksa siapin mental mood takut sengaruh kehidupan real life
jeonb9 kawtuz lahmangiya txtdrmahasiswa betul saya contohnya mental hancur  pol dikata katain depan xe2 x80 xa6 lcdaedujtx,jeonb kawtuz lahmangiya txtdrmahasiswa betul saya contohnya mental hancur pol dikata katain depan lcdaedujtx,jeonb kawtuz lahmangiya txtdrmahasiswa betul saya contohnya mental hancur pol dikata katain depan lcdaedujtx,"['jeonb', 'kawtuz', 'lahmangiya', 'txtdrmahasiswa', 'betul', 'saya', 'contohnya', 'mental', 'hancur', 'pol', 'dikata', 'katain', 'depan', 'lcdaedujtx']","['jeonb', 'kawtuz', 'lahmangiya', 'txtdrmahasiswa', 'contohnya', 'mental', 'hancur', 'pol', 'dikata', 'katain', 'lcdaedujtx']","['jeonb', 'kawtuz', 'lahmangiya', 'txtdrmahasiswa', 'contohnya', 'mental', 'hancur', 'pol', 'dikata', 'katain', 'lcdaedujtx']",jeonb kawtuz lahmangiya txtdrmahasiswa contohnya mental hancur pol dikata katain lcdaedujtx
jeonb9 wckygram kawtuz lahmangiya txtdrmahasiswa berdoa saja  mbak atas selalu kuat mental nya dalam  bentuk xe2 x80 xa6 niw0khfiur,jeonb wckygram kawtuz lahmangiya txtdrmahasiswa berdoa saja mbak atas selalu kuat mental nya dalam bentuk niw khfiur,jeonb wckygram kawtuz lahmangiya txtdrmahasiswa berdoa saja mbak atas selalu kuat mental nya dalam bentuk niw khfiur,"['jeonb', 'wckygram', 'kawtuz', 'lahmangiya', 'txtdrmahasiswa', 'berdoa', 'saja', 'mbak', 'atas', 'selalu', 'kuat', 'mental', 'nya', 'dalam', 'bentuk', 'niw', 'khfiur']","['jeonb', 'wckygram', 'kawtuz', 'lahmangiya', 'txtdrmahasiswa', 'berdoa', 'mbak', 'kuat', 'mental', 'nya', 'bentuk', 'niw', 'khfiur']","['jeonb', 'wckygram', 'kawtuz', 'lahmangiya', 'txtdrmahasiswa', 'berdoa', 'mbak', 'kuat', 'mental', 'nya', 'bentuk', 'niw', 'khfiur']",jeonb wckygram kawtuz lahmangiya txtdrmahasiswa berdoa mbak kuat mental nya bentuk niw khfiur
jeonb9 wckygram kawtuz lahmangiya txtdrmahasiswa sudahlah kakak mgkin benar sdm seperti mental penjaj xe2 x80 xa6 5f19p8mxgl,jeonb wckygram kawtuz lahmangiya txtdrmahasiswa sudahlah kakak mgkin benar sdm seperti mental penjaj mxgl,jeonb wckygram kawtuz lahmangiya txtdrmahasiswa sudahlah kakak mgkin benar sdm seperti mental penjaj mxgl,"['jeonb', 'wckygram', 'kawtuz', 'lahmangiya', 'txtdrmahasiswa', 'sudahlah', 'kakak', 'mgkin', 'benar', 'sdm', 'seperti', 'mental', 'penjaj', 'mxgl']","['jeonb', 'wckygram', 'kawtuz', 'lahmangiya', 'txtdrmahasiswa', 'kakak', 'mgkin', 'sdm', 'mental', 'penjaj', 'mxgl']","['jeonb', 'wckygram', 'kawtuz', 'lahmangiya', 'txtdrmahasiswa', 'kakak', 'mgkin', 'sdm', 'mental', 'penjaj', 'mxgl']",jeonb wckygram kawtuz lahmangiya txtdrmahasiswa kakak mgkin sdm mental penjaj mxgl
jeonb9 mental mental illness iya xf0 x9f x98 x82 xf0 x9f x98 x82 gara-gara have face the reality that one the person that livin xe2 x80 xa6 jfeabure7x,jeonb mental mental illness iya gara gara have face the reality that one the person that livin jfeabure ,jeonb mental mental illness iya gara gara have face the reality that one the person that livin jfeabure ,"['jeonb', 'mental', 'mental', 'illness', 'iya', 'gara', 'gara', 'have', 'face', 'the', 'reality', 'that', 'one', 'the', 'person', 'that', 'livin', 'jfeabure', '']","['jeonb', 'mental', 'mental', 'illness', 'iya', 'gara', 'gara', 'have', 'face', 'the', 'reality', 'that', 'one', 'the', 'person', 'that', 'livin', 'jfeabure', '']","['jeonb', 'mental', 'mental', 'illness', 'iya', 'gara', 'gara', 'have', 'face', 'the', 'reality', 'that', 'one', 'the', 'person', 'that', 'livin', 'jfeabure', '']",jeonb mental mental illness iya gara gara have face the reality that one the person that livin jfeabure
jeonb9 nah semangat ya semoga dilancarkan segala urusan diberi kekuatan mental cukup jangan lupa kal xe2 x80 xa6 qnsujz2scx,jeonb nah semangat semoga dilancarkan segala urusan diberi kekuatan mental cukup jangan lupa kal qnsujz scx,jeonb nah semangat semoga dilancarkan segala urusan diberi kekuatan mental cukup jangan lupa kal qnsujz scx,"['jeonb', 'nah', 'semangat', 'semoga', 'dilancarkan', 'segala', 'urusan', 'diberi', 'kekuatan', 'mental', 'cukup', 'jangan', 'lupa', 'kal', 'qnsujz', 'scx']","['jeonb', 'semangat', 'semoga', 'dilancarkan', 'urusan', 'kekuatan', 'mental', 'lupa', 'kal', 'qnsujz', 'scx']","['jeonb', 'semangat', 'semoga', 'dilancarkan', 'urusan', 'kekuatan', 'mental', 'lupa', 'kal', 'qnsujz', 'scx']",jeonb semangat semoga dilancarkan urusan kekuatan mental lupa kal qnsujz scx
jeonbam boleh  begitu  kak mental meleyot ngalah ilalang depan rumah mbah loh xf0 x9f xa4 x97,jeonbam boleh begitu kak mental meleyot ngalah ilalang depan rumah mbah loh ,jeonbam boleh begitu kak mental meleyot ngalah ilalang depan rumah mbah loh ,"['jeonbam', 'boleh', 'begitu', 'kak', 'mental', 'meleyot', 'ngalah', 'ilalang', 'depan', 'rumah', 'mbah', 'loh', '']","['jeonbam', 'kak', 'mental', 'meleyot', 'ngalah', 'ilalang', 'rumah', 'mbah', 'loh', '']","['jeonbam', 'kak', 'mental', 'meleyot', 'ngalah', 'ilalang', 'rumah', 'mbah', 'loh', '']",jeonbam kak mental meleyot ngalah ilalang rumah mbah loh
jeonicestar xf0 x9f x92 x8cjangan lupa sarapan selamat beraktifitas ya jangan lupa jugaa siapin hati jantung mental untuk  konser soree xf0 x9f x92 x83 xe2 x9c xa8,jeonicestar cjangan lupa sarapan selamat beraktifitas jangan lupa jugaa siapin hati jantung mental untuk konser soree ,jeonicestar cjangan lupa sarapan selamat beraktifitas jangan lupa jugaa siapin hati jantung mental untuk konser soree ,"['jeonicestar', 'cjangan', 'lupa', 'sarapan', 'selamat', 'beraktifitas', 'jangan', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'untuk', 'konser', 'soree', '']","['jeonicestar', 'cjangan', 'lupa', 'sarapan', 'selamat', 'beraktifitas', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'konser', 'soree', '']","['jeonicestar', 'cjangan', 'lupa', 'sarapan', 'selamat', 'beraktifitas', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'konser', 'soree', '']",jeonicestar cjangan lupa sarapan selamat beraktifitas lupa jugaa siapin hati jantung mental konser soree
jeonnsha xf0 x9f x92 x8chave nice day jangan lupa sarapan jangan lupa jugaa siapin hati jantung mental untuk  konser soree xf0 x9f x92 x83 xe2 x9c xa8,jeonnsha chave nice day jangan lupa sarapan jangan lupa jugaa siapin hati jantung mental untuk konser soree ,jeonnsha chave nice day jangan lupa sarapan jangan lupa jugaa siapin hati jantung mental untuk konser soree ,"['jeonnsha', 'chave', 'nice', 'day', 'jangan', 'lupa', 'sarapan', 'jangan', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'untuk', 'konser', 'soree', '']","['jeonnsha', 'chave', 'nice', 'day', 'lupa', 'sarapan', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'konser', 'soree', '']","['jeonnsha', 'chave', 'nice', 'day', 'lupa', 'sarapan', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'konser', 'soree', '']",jeonnsha chave nice day lupa sarapan lupa jugaa siapin hati jantung mental konser soree
jeonsworlds siap mental xf0 x9f x98 xa7,jeonsworlds siap mental ,jeonsworlds siap mental ,"['jeonsworlds', 'siap', 'mental', '']","['jeonsworlds', 'mental', '']","['jeonsworlds', 'mental', '']",jeonsworlds mental
jeonyyeobeen jangan mau mutualan sama  blinks jel mental ill semua,jeonyyeobeen jangan mau mutualan sama blinks jel mental ill semua,jeonyyeobeen jangan mau mutualan sama blinks jel mental ill semua,"['jeonyyeobeen', 'jangan', 'mau', 'mutualan', 'sama', 'blinks', 'jel', 'mental', 'ill', 'semua']","['jeonyyeobeen', 'mutualan', 'blinks', 'jel', 'mental', 'ill']","['jeonyyeobeen', 'mutualan', 'blinks', 'jel', 'mental', 'ill']",jeonyyeobeen mutualan blinks jel mental ill
jepitnyaaldeba1 hahaha puas deh kuyang kena mental,jepitnyaaldeba hahaha puas deh kuyang kena mental,jepitnyaaldeba hahaha puas deh kuyang kena mental,"['jepitnyaaldeba', 'hahaha', 'puas', 'deh', 'kuyang', 'kena', 'mental']","['jepitnyaaldeba', 'hahaha', 'puas', 'deh', 'kuyang', 'kena', 'mental']","['jepitnyaaldeba', 'hahaha', 'puas', 'deh', 'kuyang', 'kena', 'mental']",jepitnyaaldeba hahaha puas deh kuyang kena mental
jerichorlion mental saya kurang sehat xf0 x9f x99 x8f,jerichorlion mental saya kurang sehat ,jerichorlion mental saya kurang sehat ,"['jerichorlion', 'mental', 'saya', 'kurang', 'sehat', '']","['jerichorlion', 'mental', 'sehat', '']","['jerichorlion', 'mental', 'sehat', '']",jerichorlion mental sehat
jeromepolin challenge bikin mental saya  membaik juga kakak jer jadi sering  kekuar rumah liat ijo ijo xf0 x9f x8c xb2 xf0 x9f x8f x83 xe2 x80 xa6 lohayo2fmi,jeromepolin challenge bikin mental saya membaik juga kakak jer jadi sering kekuar rumah liat ijo ijo lohayo fmi,jeromepolin challenge bikin mental saya membaik juga kakak jer jadi sering kekuar rumah liat ijo ijo lohayo fmi,"['jeromepolin', 'challenge', 'bikin', 'mental', 'saya', 'membaik', 'juga', 'kakak', 'jer', 'jadi', 'sering', 'kekuar', 'rumah', 'liat', 'ijo', 'ijo', 'lohayo', 'fmi']","['jeromepolin', 'challenge', 'bikin', 'mental', 'membaik', 'kakak', 'jer', 'kekuar', 'rumah', 'liat', 'ijo', 'ijo', 'lohayo', 'fmi']","['jeromepolin', 'challenge', 'bikin', 'mental', 'membaik', 'kakak', 'jer', 'kekuar', 'rumah', 'liat', 'ijo', 'ijo', 'lohayo', 'fmi']",jeromepolin challenge bikin mental membaik kakak jer kekuar rumah liat ijo ijo lohayo fmi
jeromepolin nyiapin mental dulu  baru liat tsayat  baper,jeromepolin nyiapin mental dulu baru liat tsayat baper,jeromepolin nyiapin mental dulu baru liat tsayat baper,"['jeromepolin', 'nyiapin', 'mental', 'dulu', 'baru', 'liat', 'tsayat', 'baper']","['jeromepolin', 'nyiapin', 'mental', 'liat', 'tsayat', 'baper']","['jeromepolin', 'nyiapin', 'mental', 'liat', 'tsayat', 'baper']",jeromepolin nyiapin mental liat tsayat baper
jesahyun hahaha niat sekali  ngeselin tantenya kasihan  betul jadi anaknya kena mental tuh,jesahyun hahaha niat sekali ngeselin tantenya kasihan betul jadi anaknya kena mental tuh,jesahyun hahaha niat sekali ngeselin tantenya kasihan betul jadi anaknya kena mental tuh,"['jesahyun', 'hahaha', 'niat', 'sekali', 'ngeselin', 'tantenya', 'kasihan', 'betul', 'jadi', 'anaknya', 'kena', 'mental', 'tuh']","['jesahyun', 'hahaha', 'niat', 'ngeselin', 'tantenya', 'kasihan', 'anaknya', 'kena', 'mental', 'tuh']","['jesahyun', 'hahaha', 'niat', 'ngeselin', 'tantenya', 'kasihan', 'anaknya', 'kena', 'mental', 'tuh']",jesahyun hahaha niat ngeselin tantenya kasihan anaknya kena mental tuh
jessicabe1405 salah kaprah kebaikannya mana karena  akhirnya ktk tahu  faktanya akan lebih  sakit hati kena mental anak sekarang ,jessicabe salah kaprah kebaikannya mana karena akhirnya ktk tahu faktanya akan lebih sakit hati kena mental anak sekarang ,jessicabe salah kaprah kebaikannya mana karena akhirnya ktk tahu faktanya akan lebih sakit hati kena mental anak sekarang ,"['jessicabe', 'salah', 'kaprah', 'kebaikannya', 'mana', 'karena', 'akhirnya', 'ktk', 'tahu', 'faktanya', 'akan', 'lebih', 'sakit', 'hati', 'kena', 'mental', 'anak', 'sekarang', '']","['jessicabe', 'salah', 'kaprah', 'kebaikannya', 'ktk', 'faktanya', 'sakit', 'hati', 'kena', 'mental', 'anak', '']","['jessicabe', 'salah', 'kaprah', 'kebaikannya', 'ktk', 'faktanya', 'sakit', 'hati', 'kena', 'mental', 'anak', '']",jessicabe salah kaprah kebaikannya ktk faktanya sakit hati kena mental anak
jetaekoo kok menjatuhkan mental saya xf0 x9f x98 xad,jetaekoo kok menjatuhkan mental saya xad,jetaekoo kok menjatuhkan mental saya xad,"['jetaekoo', 'kok', 'menjatuhkan', 'mental', 'saya', 'xad']","['jetaekoo', 'menjatuhkan', 'mental', 'xad']","['jetaekoo', 'menjatuhkan', 'mental', 'xad']",jetaekoo menjatuhkan mental xad
jeykeymyl liat lewat ditiktok saja  sudah baper teriak tidak jelas xf0 x9f x98 xad deh nunggu mental siap terombang ambing,jeykeymyl liat lewat ditiktok saja sudah baper teriak tidak jelas xad deh nunggu mental siap terombang ambing,jeykeymyl liat lewat ditiktok saja sudah baper teriak tidak jelas xad deh nunggu mental siap terombang ambing,"['jeykeymyl', 'liat', 'lewat', 'ditiktok', 'saja', 'sudah', 'baper', 'teriak', 'tidak', 'jelas', 'xad', 'deh', 'nunggu', 'mental', 'siap', 'terombang', 'ambing']","['jeykeymyl', 'liat', 'ditiktok', 'baper', 'teriak', 'xad', 'deh', 'nunggu', 'mental', 'terombang', 'ambing']","['jeykeymyl', 'liat', 'ditiktok', 'baper', 'teriak', 'xad', 'deh', 'nunggu', 'mental', 'terombang', 'ambing']",jeykeymyl liat ditiktok baper teriak xad deh nunggu mental terombang ambing
jgaluhpati replynya wkwksk kena mental tidak ,jgaluhpati replynya wkwksk kena mental tidak ,jgaluhpati replynya wkwksk kena mental tidak ,"['jgaluhpati', 'replynya', 'wkwksk', 'kena', 'mental', 'tidak', '']","['jgaluhpati', 'replynya', 'wkwksk', 'kena', 'mental', '']","['jgaluhpati', 'replynya', 'wkwksk', 'kena', 'mental', '']",jgaluhpati replynya wkwksk kena mental
jgaluhpati siapin mental malam  banyak notif,jgaluhpati siapin mental malam banyak notif,jgaluhpati siapin mental malam banyak notif,"['jgaluhpati', 'siapin', 'mental', 'malam', 'banyak', 'notif']","['jgaluhpati', 'siapin', 'mental', 'malam', 'notif']","['jgaluhpati', 'siapin', 'mental', 'malam', 'notif']",jgaluhpati siapin mental malam notif
jhoehart01 mental saya,jhoehart mental saya,jhoehart mental saya,"['jhoehart', 'mental', 'saya']","['jhoehart', 'mental']","['jhoehart', 'mental']",jhoehart mental
jiaeminq kena mental duluan  saya xf0 x9f x98 xad,jiaeminq kena mental duluan saya xad,jiaeminq kena mental duluan saya xad,"['jiaeminq', 'kena', 'mental', 'duluan', 'saya', 'xad']","['jiaeminq', 'kena', 'mental', 'duluan', 'xad']","['jiaeminq', 'kena', 'mental', 'duluan', 'xad']",jiaeminq kena mental duluan xad
jialljamyluvv xf0 x9f x92 x8cjangan lupa sarapan selamat beraktifitas ya jangan lupa jugaa siapin hati jantung mental untuk  konser soree xf0 x9f x92 x83 xe2 x9c xa8,jialljamyluvv cjangan lupa sarapan selamat beraktifitas jangan lupa jugaa siapin hati jantung mental untuk konser soree ,jialljamyluvv cjangan lupa sarapan selamat beraktifitas jangan lupa jugaa siapin hati jantung mental untuk konser soree ,"['jialljamyluvv', 'cjangan', 'lupa', 'sarapan', 'selamat', 'beraktifitas', 'jangan', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'untuk', 'konser', 'soree', '']","['jialljamyluvv', 'cjangan', 'lupa', 'sarapan', 'selamat', 'beraktifitas', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'konser', 'soree', '']","['jialljamyluvv', 'cjangan', 'lupa', 'sarapan', 'selamat', 'beraktifitas', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'konser', 'soree', '']",jialljamyluvv cjangan lupa sarapan selamat beraktifitas lupa jugaa siapin hati jantung mental konser soree
jidsssky mental siap jid,jidsssky mental siap jid,jidsssky mental siap jid,"['jidsssky', 'mental', 'siap', 'jid']","['jidsssky', 'mental', 'jid']","['jidsssky', 'mental', 'jid']",jidsssky mental jid
jie noona15 kenapa tiba tiba galau saya kelainan mental,jie noona kenapa tiba tiba galau saya kelainan mental,jie noona kenapa tiba tiba galau saya kelainan mental,"['jie', 'noona', 'kenapa', 'tiba', 'tiba', 'galau', 'saya', 'kelainan', 'mental']","['jie', 'noona', 'galau', 'kelainan', 'mental']","['jie', 'noona', 'galau', 'kelainan', 'mental']",jie noona galau kelainan mental
jiggukveee beyourlight99 sumpah mention kamu atasnya belum  saya liat bentar mau ngumpulin mental dulu bismillah,jiggukveee beyourlight sumpah mention kamu atasnya belum saya liat bentar mau ngumpulin mental dulu bismillah,jiggukveee beyourlight sumpah mention kamu atasnya belum saya liat bentar mau ngumpulin mental dulu bismillah,"['jiggukveee', 'beyourlight', 'sumpah', 'mention', 'kamu', 'atasnya', 'belum', 'saya', 'liat', 'bentar', 'mau', 'ngumpulin', 'mental', 'dulu', 'bismillah']","['jiggukveee', 'beyourlight', 'sumpah', 'mention', 'atasnya', 'liat', 'bentar', 'ngumpulin', 'mental', 'bismillah']","['jiggukveee', 'beyourlight', 'sumpah', 'mention', 'atasnya', 'liat', 'bentar', 'ngumpulin', 'mental', 'bismillah']",jiggukveee beyourlight sumpah mention atasnya liat bentar ngumpulin mental bismillah
jimberries0 mental sepertinya belum  siap xf0 x9f x98 xad xf0 x9f x98 x82,jimberries mental sepertinya belum siap xad ,jimberries mental sepertinya belum siap xad ,"['jimberries', 'mental', 'sepertinya', 'belum', 'siap', 'xad', '']","['jimberries', 'mental', 'xad', '']","['jimberries', 'mental', 'xad', '']",jimberries mental xad
jiminperforms lagi satu mental terguncang mas xf0 x9f x98 xad xf0 x9f x98 xad xf0 x9f x98 xad,jiminperforms lagi satu mental terguncang mas xad xad xad,jiminperforms lagi satu mental terguncang mas xad xad xad,"['jiminperforms', 'lagi', 'satu', 'mental', 'terguncang', 'mas', 'xad', 'xad', 'xad']","['jiminperforms', 'mental', 'terguncang', 'mas', 'xad', 'xad', 'xad']","['jiminperforms', 'mental', 'terguncang', 'mas', 'xad', 'xad', 'xad']",jiminperforms mental terguncang mas xad xad xad
jimintennn mental baja,jimintennn mental baja,jimintennn mental baja,"['jimintennn', 'mental', 'baja']","['jimintennn', 'mental', 'baja']","['jimintennn', 'mental', 'baja']",jimintennn mental baja
jiminxxcz xf0 x9f x92 x8cjangan lupa sarapan selamat beraktifitas ya jangan lupa jugaa siapin hati jantung mental untuk  konser soree xf0 x9f x92 x83 xe2 x9c xa8,jiminxxcz cjangan lupa sarapan selamat beraktifitas jangan lupa jugaa siapin hati jantung mental untuk konser soree ,jiminxxcz cjangan lupa sarapan selamat beraktifitas jangan lupa jugaa siapin hati jantung mental untuk konser soree ,"['jiminxxcz', 'cjangan', 'lupa', 'sarapan', 'selamat', 'beraktifitas', 'jangan', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'untuk', 'konser', 'soree', '']","['jiminxxcz', 'cjangan', 'lupa', 'sarapan', 'selamat', 'beraktifitas', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'konser', 'soree', '']","['jiminxxcz', 'cjangan', 'lupa', 'sarapan', 'selamat', 'beraktifitas', 'lupa', 'jugaa', 'siapin', 'hati', 'jantung', 'mental', 'konser', 'soree', '']",jiminxxcz cjangan lupa sarapan selamat beraktifitas lupa jugaa siapin hati jantung mental konser soree
